timestamp,instrument,timeframe,open,high,low,close,volume,spread
2026-01-11T22:00:00+00:00,XAU/USD,1h,2398.74,2399.36,2397.92,2398.63,2388,0.28
2026-01-11T23:00:00+00:00,XAU/USD,1h,2398.63,2400.59,2398.11,2400.00,2284,0.29
2026-01-12T00:00:00+00:00,XAU/USD,1h,2400.00,2400.61,2399.13,2399.83,2384,0.27
2026-01-12T01:00:00+00:00,XAU/USD,1h,2399.83,2401.77,2399.32,2401.14,2484,0.28
2026-01-12T02:00:00+00:00,XAU/USD,1h,2401.14,2401.74,2400.34,2401.05,2244,0.29
2026-01-12T03:00:00+00:00,XAU/USD,1h,2401.05,2402.99,2400.55,2402.37,2344,0.27
2026-01-12T04:00:00+00:00,XAU/USD,1h,2402.37,2403.01,2401.52,2402.22,2444,0.28
2026-01-12T05:00:00+00:00,XAU/USD,1h,2402.22,2404.16,2401.73,2403.55,2340,0.29
2026-01-12T06:00:00+00:00,XAU/USD,1h,2403.55,2404.18,2402.72,2403.48,2304,0.27
2026-01-12T07:00:00+00:00,XAU/USD,1h,2403.48,2405.35,2403.00,2404.75,2404,0.28
2026-01-12T08:00:00+00:00,XAU/USD,1h,2404.75,2405.37,2403.93,2404.62,2436,0.29
2026-01-12T09:00:00+00:00,XAU/USD,1h,2404.62,2406.56,2404.10,2405.97,2264,0.27
2026-01-12T10:00:00+00:00,XAU/USD,1h,2405.97,2406.58,2405.14,2405.85,2364,0.28
2026-01-12T11:00:00+00:00,XAU/USD,1h,2405.85,2407.77,2405.34,2407.14,2464,0.29
2026-01-12T12:00:00+00:00,XAU/USD,1h,2407.14,2407.74,2406.32,2407.03,2292,0.27
2026-01-12T13:00:00+00:00,XAU/USD,1h,2407.03,2409.02,2406.53,2408.40,2324,0.28
2026-01-12T14:00:00+00:00,XAU/USD,1h,2408.40,2409.04,2407.54,2408.23,2424,0.29
2026-01-12T15:00:00+00:00,XAU/USD,1h,2408.23,2410.15,2407.74,2409.54,2388,0.27
2026-01-12T16:00:00+00:00,XAU/USD,1h,2409.54,2410.17,2408.72,2409.45,2284,0.28
2026-01-12T17:00:00+00:00,XAU/USD,1h,2409.45,2411.37,2408.97,2410.77,2384,0.29
2026-01-12T18:00:00+00:00,XAU/USD,1h,2410.77,2411.39,2409.94,2410.62,2484,0.27
2026-01-12T19:00:00+00:00,XAU/USD,1h,2410.62,2412.54,2410.10,2411.95,2244,0.28
2026-01-12T20:00:00+00:00,XAU/USD,1h,2411.95,2412.56,2411.14,2411.88,2344,0.29
2026-01-12T21:00:00+00:00,XAU/USD,1h,2411.88,2413.78,2411.37,2413.15,2444,0.27
2026-01-12T22:00:00+00:00,XAU/USD,1h,2413.15,2413.75,2412.32,2413.02,2340,0.28
2026-01-12T23:00:00+00:00,XAU/USD,1h,2413.02,2414.99,2412.52,2414.37,2304,0.29
2026-01-13T00:00:00+00:00,XAU/USD,1h,2414.37,2414.78,2413.22,2413.53,1564,0.23
2026-01-13T01:00:00+00:00,XAU/USD,1h,2413.53,2414.48,2413.20,2414.10,1596,0.24
2026-01-13T02:00:00+00:00,XAU/USD,1h,2414.10,2414.50,2412.97,2413.27,1424,0.25
2026-01-13T03:00:00+00:00,XAU/USD,1h,2413.27,2414.29,2412.97,2413.92,1524,0.23
2026-01-13T04:00:00+00:00,XAU/USD,1h,2413.92,2414.31,2412.74,2413.03,1624,0.24
2026-01-13T05:00:00+00:00,XAU/USD,1h,2413.03,2413.98,2412.74,2413.62,1452,0.25
2026-01-13T06:00:00+00:00,XAU/USD,1h,2413.62,2414.00,2412.53,2412.81,1484,0.23
2026-01-13T07:00:00+00:00,XAU/USD,1h,2412.81,2413.81,2412.48,2413.41,1584,0.24
2026-01-13T08:00:00+00:00,XAU/USD,1h,2413.41,2413.78,2412.27,2412.54,1548,0.25
2026-01-13T09:00:00+00:00,XAU/USD,1h,2412.54,2413.54,2412.26,2413.15,1444,0.23
2026-01-13T10:00:00+00:00,XAU/USD,1h,2413.15,2413.56,2412.04,2412.36,1544,0.24
2026-01-13T11:00:00+00:00,XAU/USD,1h,2412.36,2413.29,2412.00,2412.91,1644,0.25
2026-01-13T12:00:00+00:00,XAU/USD,1h,2412.91,2413.31,2411.76,2412.06,1404,0.23
2026-01-13T13:00:00+00:00,XAU/USD,1h,2412.06,2413.06,2411.78,2412.69,1504,0.24
2026-01-13T14:00:00+00:00,XAU/USD,1h,2412.69,2413.08,2411.56,2411.85,1604,0.25
2026-01-13T15:00:00+00:00,XAU/USD,1h,2411.85,2412.78,2411.54,2412.42,1500,0.23
2026-01-13T16:00:00+00:00,XAU/USD,1h,2412.42,2412.80,2411.31,2411.59,1464,0.24
2026-01-13T17:00:00+00:00,XAU/USD,1h,2411.59,2412.64,2411.28,2412.24,1564,0.25
2026-01-13T18:00:00+00:00,XAU/USD,1h,2412.24,2412.61,2411.06,2411.35,1596,0.23
2026-01-13T19:00:00+00:00,XAU/USD,1h,2411.35,2412.33,2411.08,2411.94,1424,0.24
2026-01-13T20:00:00+00:00,XAU/USD,1h,2411.94,2412.35,2410.86,2411.13,1524,0.25
2026-01-13T21:00:00+00:00,XAU/USD,1h,2411.13,2412.11,2410.80,2411.73,1624,0.23
2026-01-13T22:00:00+00:00,XAU/USD,1h,2411.73,2412.13,2410.56,2410.86,1452,0.24
2026-01-13T23:00:00+00:00,XAU/USD,1h,2410.86,2411.84,2410.60,2411.47,1484,0.25
2026-01-14T00:00:00+00:00,XAU/USD,1h,2411.47,2411.86,2410.38,2410.68,1584,0.23
2026-01-14T01:00:00+00:00,XAU/USD,1h,2410.68,2411.59,2410.34,2411.23,1548,0.24
2026-01-14T02:00:00+00:00,XAU/USD,1h,2411.23,2411.61,2410.10,2410.38,1444,0.25
2026-01-14T03:00:00+00:00,XAU/USD,1h,2410.38,2411.41,2410.08,2411.01,1544,0.23
2026-01-14T04:00:00+00:00,XAU/USD,1h,2411.01,2411.38,2409.86,2410.17,1644,0.24
2026-01-14T05:00:00+00:00,XAU/USD,1h,2410.17,2411.13,2409.86,2410.74,1404,0.25
2026-01-14T06:00:00+00:00,XAU/USD,1h,2410.74,2411.15,2409.64,2409.91,1504,0.23
2026-01-14T07:00:00+00:00,XAU/USD,1h,2409.91,2410.94,2409.60,2410.56,1604,0.24
2026-01-14T08:00:00+00:00,XAU/USD,1h,2410.56,2410.96,2409.37,2409.67,1500,0.25
2026-01-14T09:00:00+00:00,XAU/USD,1h,2409.67,2410.63,2409.38,2410.26,1464,0.23
2026-01-14T10:00:00+00:00,XAU/USD,1h,2410.26,2410.65,2409.16,2409.45,1564,0.24
2026-01-14T11:00:00+00:00,XAU/USD,1h,2409.45,2410.41,2409.14,2410.05,1596,0.25
2026-01-14T12:00:00+00:00,XAU/USD,1h,2410.05,2410.43,2408.90,2409.18,1424,0.23
2026-01-14T13:00:00+00:00,XAU/USD,1h,2409.18,2410.19,2408.88,2409.79,1524,0.24
2026-01-14T14:00:00+00:00,XAU/USD,1h,2409.79,2410.16,2408.67,2409.00,1624,0.25
2026-01-14T15:00:00+00:00,XAU/USD,1h,2409.00,2409.94,2408.64,2409.55,1452,0.23
2026-01-14T16:00:00+00:00,XAU/USD,1h,2409.55,2409.96,2408.42,2408.70,1484,0.24
2026-01-14T17:00:00+00:00,XAU/USD,1h,2408.70,2409.71,2408.41,2409.33,1584,0.25
2026-01-14T18:00:00+00:00,XAU/USD,1h,2409.33,2409.73,2408.18,2408.49,1548,0.23
2026-01-14T19:00:00+00:00,XAU/USD,1h,2408.49,2409.43,2408.17,2409.06,1444,0.24
2026-01-14T20:00:00+00:00,XAU/USD,1h,2409.06,2409.45,2407.94,2408.23,1544,0.25
2026-01-14T21:00:00+00:00,XAU/USD,1h,2408.23,2409.24,2407.92,2408.88,1644,0.23
2026-01-14T22:00:00+00:00,XAU/USD,1h,2408.88,2409.26,2407.71,2407.99,1404,0.24
2026-01-14T23:00:00+00:00,XAU/USD,1h,2407.99,2408.98,2407.70,2408.58,1504,0.25
2026-01-05T00:00:00+00:00,XAU/USD,5m,2400.00,2400.34,2399.54,2399.88,85,0.18
2026-01-05T00:05:00+00:00,XAU/USD,5m,2399.88,2400.22,2399.45,2399.79,89,0.19
2026-01-05T00:10:00+00:00,XAU/USD,5m,2399.79,2400.13,2399.38,2399.72,93,0.20
2026-01-05T00:15:00+00:00,XAU/USD,5m,2399.72,2400.06,2399.32,2399.66,97,0.21
2026-01-05T00:20:00+00:00,XAU/USD,5m,2399.66,2400.00,2399.28,2399.62,101,0.22
2026-01-05T00:25:00+00:00,XAU/USD,5m,2399.62,2399.92,2399.32,2399.61,105,0.23
2026-01-05T00:30:00+00:00,XAU/USD,5m,2399.61,2399.90,2399.32,2399.62,109,0.24
2026-01-05T00:35:00+00:00,XAU/USD,5m,2399.62,2399.90,2399.28,2399.57,113,0.25
2026-01-05T00:40:00+00:00,XAU/USD,5m,2399.57,2399.86,2399.26,2399.54,117,0.26
2026-01-05T00:45:00+00:00,XAU/USD,5m,2399.54,2399.84,2399.25,2399.54,121,0.18
2026-01-05T00:50:00+00:00,XAU/USD,5m,2399.54,2399.80,2399.30,2399.56,125,0.19
2026-01-05T00:55:00+00:00,XAU/USD,5m,2399.56,2399.83,2399.32,2399.59,129,0.20
2026-01-05T01:00:00+00:00,XAU/USD,5m,2399.59,2399.88,2399.35,2399.64,133,0.21
2026-01-05T01:05:00+00:00,XAU/USD,5m,2399.64,2399.98,2399.38,2399.72,137,0.22
2026-01-05T01:10:00+00:00,XAU/USD,5m,2399.72,2400.02,2399.44,2399.74,141,0.23
2026-01-05T01:15:00+00:00,XAU/USD,5m,2399.74,2400.04,2399.50,2399.79,145,0.24
2026-01-05T01:20:00+00:00,XAU/USD,5m,2399.79,2400.12,2399.52,2399.86,149,0.25
2026-01-05T01:25:00+00:00,XAU/USD,5m,2399.86,2400.23,2399.56,2399.94,85,0.26
